beta,alpha,tau,seed,rep,community_id,community_size,degree_opinion_corr
0.5,1.0,0.0,13551386744857865887,2,2,398,0.9625066077572627
0.5,1.0,0.0,984917362021403788,3,1,815,0.9617941883136151
0.5,1.0,0.0,6869572075577379248,4,1,167,0.9676752915751793
0.5,1.0,0.0,6869572075577379248,4,2,287,0.9557869584908179
0.5,1.0,0.0,6869572075577379248,4,3,352,0.9671009285892261
0.5,1.0,0.0,12749232272594242011,5,1,394,0.9668385486563473
0.5,1.0,0.0,12749232272594242011,5,2,407,0.9678847942740229
0.5,1.0,0.0,187755318942785781,6,1,365,0.9662631567307038
0.5,1.0,0.0,187755318942785781,6,2,470,0.9704362128547347
0.5,1.0,0.0,6066754868384837482,7,1,450,0.9662351544550517
0.5,1.0,0.0,6066754868384837482,7,2,363,0.9669976347464768
0.5,1.0,0.0,11953916958079581554,8,1,289,0.9675962861399595
0.5,1.0,0.0,11953916958079581554,8,2,238,0.9727896335966868
0.5,1.0,0.0,11953916958079581554,8,3,300,0.9575079136071682
0.5,1.0,0.0,17832018771309521646,9,1,484,0.962965379009499
0.5,1.0,0.0,17832018771309521646,9,2,326,0.967303583680222
0.5,1.0,0.0,5266166027665451652,10,1,401,0.956087876810593
0.5,1.0,0.0,5266166027665451652,10,2,421,0.9665912439744732
0.5,1.0,0.0,11155191486774949375,11,1,449,0.9679441854355177
0.5,1.0,0.0,11155191486774949375,11,2,354,0.964429403954527
0.5,1.0,0.0,17036704964328382787,12,1,820,0.9674087427043397
0.5,1.0,0.0,4469575049881226672,13,1,381,0.958284292742502
0.5,1.0,0.0,4469575049881226672,13,2,425,0.9663760505054563
0.5,1.0,0.0,10347960859233812418,14,1,275,0.958502104792989
0.5,1.0,0.0,10347960859233812418,14,2,146,0.9667680210632436
0.5,1.0,0.0,10347960859233812418,14,3,229,0.9550115548971271
0.5,1.0,0.0,10347960859233812418,14,4,154,0.9746826432836103
0.5,1.0,0.0,16238601002709058645,15,1,382,0.9601908215159465
0.5,1.0,0.0,16238601002709058645,15,2,426,0.9647101148811181
0.5,1.0,0.0,3675543342178148389,16,1,410,0.9677698059667286
0.5,1.0,0.0,3675543342178148389,16,2,413,0.9645307112491908
0.5,1.0,0.0,9557675256367788119,17,1,364,0.9693289911953139
0.5,1.0,0.0,9557675256367788119,17,2,427,0.9625148175001749
0.5,1.0,0.0,15431444766149006697,18,1,368,0.9679012160431297
0.5,1.0,0.0,15431444766149006697,18,2,439,0.9596829437808259
0.5,1.0,0.0,2867785425796803270,19,1,404,0.9691854465577985
0.5,1.0,0.0,2867785425796803270,19,2,409,0.9550735869380975
0.5,1.0,0.0,8750798087455407370,20,1,260,0.9636479621583397
0.5,1.0,0.0,8750798087455407370,20,2,319,0.9702872528559751
0.5,1.0,0.0,8750798087455407370,20,3,249,0.969690301890849
0.5,1.0,0.0,14629472995351788794,21,1,819,0.9690278955703915
0.5,1.0,0.0,2079038898692213483,22,1,238,0.9663895262612784
0.5,1.0,0.0,2079038898692213483,22,2,373,0.9511695832465406
0.5,1.0,0.0,2079038898692213483,22,3,228,0.9651944953883868
0.5,1.0,0.0,7958392080709196961,23,1,387,0.9596550967075266
0.5,1.0,0.0,7958392080709196961,23,2,422,0.9626267760176077
0.5,1.0,0.0,13838947752637888936,24,1,357,0.9663987439222644
0.5,1.0,0.0,13838947752637888936,24,2,460,0.9702746887151631
0.5,1.0,0.0,1271866891012243279,25,1,439,0.964753403749671
0.5,1.0,0.0,1271866891012243279,25,2,378,0.9707182720184806
0.5,1.0,0.0,7153601222226590798,26,1,316,0.9702817831785203
0.5,1.0,0.0,7153601222226590798,26,2,484,0.9607307450147959
0.5,1.0,0.0,13030482976981089924,27,1,362,0.9669509792195411
0.5,1.0,0.0,13030482976981089924,27,2,471,0.965714533020751
0.5,1.0,0.0,463636246907760141,28,1,426,0.9679579254285628
0.5,1.0,0.0,463636246907760141,28,2,387,0.9599040179135768
0.5,1.0,0.0,6366488745495296197,29,1,817,0.9610320276153569
0.5,1.0,0.0,12244937813273730536,30,1,444,0.9675704525685822
0.5,1.0,0.0,12244937813273730536,30,2,362,0.9698503258819773
0.5,1.0,1.0,7943814613733982031,1,1,360,0.9644970302504289
0.5,1.0,1.0,7943814613733982031,1,2,271,0.9593840104524759
0.5,1.0,1.0,13826579460074458829,2,1,297,0.9502152378195214
0.5,1.0,1.0,13826579460074458829,2,2,331,0.9612001905100583
0.5,1.0,1.0,1260110077237996730,3,1,650,0.9458765749279481
0.5,1.0,1.0,7144764790793972190,4,1,663,0.9633236996748092
0.5,1.0,1.0,13024424987810834953,5,1,290,0.9531870407285529
0.5,1.0,1.0,13024424987810834953,5,2,347,0.9658221267580647
0.5,1.0,1.0,462948034159378723,6,1,658,0.9659888243758489
0.5,1.0,1.0,6341947583601430424,7,1,331,0.9636440410340207
0.5,1.0,1.0,6341947583601430424,7,2,298,0.969641908391887
0.5,1.0,1.0,12229109673296174496,8,1,298,0.9664435637748447
0.5,1.0,1.0,12229109673296174496,8,2,345,0.9648329386365596
0.5,1.0,1.0,18107211486526114588,9,1,367,0.9660832575289289
0.5,1.0,1.0,18107211486526114588,9,2,288,0.9566150371798225
0.5,1.0,1.0,5541358742882044594,10,1,669,0.961830164355901
0.5,1.0,1.0,11430384201991542317,11,1,624,0.9623014704081276
0.5,1.0,1.0,17311897679544975729,12,1,424,0.9683300861322065
0.5,1.0,1.0,17311897679544975729,12,2,268,0.9645027437354036
0.5,1.0,1.0,4744767765097819614,13,1,323,0.9657106648407373
0.5,1.0,1.0,4744767765097819614,13,2,312,0.9675787892525005
0.5,1.0,1.0,10623153574450405360,14,1,663,0.964958471150632
0.5,1.0,1.0,16513793717925651587,15,1,318,0.9654435592040633
0.5,1.0,1.0,16513793717925651587,15,2,362,0.9625650203120018
0.5,1.0,1.0,3950736057394741331,16,1,665,0.9599466182674916
0.5,1.0,1.0,9832867971584381061,17,1,649,0.9565404713809709
0.5,1.0,1.0,15706637481365599639,18,1,652,0.9619745823259738
0.5,1.0,1.0,3142978141013396212,19,1,346,0.9679015305645179
0.5,1.0,1.0,3142978141013396212,19,2,330,0.9652191699604985
0.5,1.0,1.0,9025990802672000312,20,1,183,0.9677973080643628
0.5,1.0,1.0,9025990802672000312,20,2,262,0.9547135695786231
0.5,1.0,1.0,9025990802672000312,20,3,207,0.9631561858189523
0.5,1.0,1.0,14904665710568381736,21,1,215,0.9510118214077334
0.5,1.0,1.0,14904665710568381736,21,2,216,0.9594941257370839
0.5,1.0,1.0,14904665710568381736,21,3,205,0.964922857104511
0.5,1.0,1.0,2354231613908806425,22,1,639,0.9594978879934493
0.5,1.0,1.0,8233584795925789903,23,1,372,0.9632742739015084
0.5,1.0,1.0,8233584795925789903,23,2,284,0.962997509149989
0.5,1.0,1.0,14114140467854481878,24,1,640,0.9674256378198846
0.5,1.0,1.0,1547059606228836221,25,1,310,0.9635948413863383
0.5,1.0,1.0,1547059606228836221,25,2,344,0.966316808997278
0.5,1.0,1.0,7428793937443183740,26,1,656,0.9601672001935669
0.5,1.0,1.0,13305675692197682866,27,1,250,0.9701573747480238
0.5,1.0,1.0,13305675692197682866,27,2,217,0.9653459440764578
0.5,1.0,1.0,13305675692197682866,27,3,218,0.96674318495093
0.5,1.0,1.0,738828962124353083,28,1,287,0.9674176076462815
0.5,1.0,1.0,738828962124353083,28,2,354,0.9661214038463006
0.5,1.0,1.0,6641681460711889139,29,1,367,0.9639000721580033
0.5,1.0,1.0,6641681460711889139,29,2,274,0.9635762755222719
0.5,1.0,1.0,12520130528490323478,30,1,636,0.9621583061804632
0.5,1.0,3.0,16320630817135827670,1,1,256,0.9608701083982019
0.5,1.0,3.0,16320630817135827670,1,2,320,0.9685331173540261
0.5,1.0,3.0,3756651589766752852,2,1,289,0.9707415315343905
0.5,1.0,3.0,3756651589766752852,2,2,268,0.9597872602195024
0.5,1.0,3.0,9636926280639842369,3,1,267,0.9640339376299191
0.5,1.0,3.0,9636926280639842369,3,2,304,0.966036262738057
0.5,1.0,3.0,15521580994195817829,4,1,274,0.9677370311804435
0.5,1.0,3.0,15521580994195817829,4,2,284,0.9614406098400469
0.5,1.0,3.0,2954497117503128976,5,1,554,0.955923416061644
0.5,1.0,3.0,8839764237561224362,6,1,565,0.9584481266965041
0.5,1.0,3.0,14718763787003276063,7,1,251,0.9572681355461637
0.5,1.0,3.0,14718763787003276063,7,2,307,0.964152156615209
0.5,1.0,3.0,2159181802988468519,8,1,250,0.9639332554371258
0.5,1.0,3.0,2159181802988468519,8,2,333,0.9666203610698187
0.5,1.0,3.0,8037283616218408611,9,1,263,0.9622578210157772
0.5,1.0,3.0,8037283616218408611,9,2,338,0.9509289751967636
0.5,1.0,3.0,13918174946283890233,10,1,582,0.948182259027281
0.5,1.0,3.0,1360456331683836340,11,1,570,0.9618221904484132
0.5,1.0,3.0,7241969809237269752,12,1,267,0.9587236855949216
0.5,1.0,3.0,7241969809237269752,12,2,278,0.9572011560814178
0.5,1.0,3.0,13121583968499665253,13,1,566,0.9524331308381653
0.5,1.0,3.0,553225704142699383,14,1,292,0.9575104268829162
0.5,1.0,3.0,553225704142699383,14,2,274,0.9559314982212411
0.5,1.0,3.0,6443865847617945610,15,1,554,0.9483943594395671
0.5,1.0,3.0,12327552260796586970,16,1,291,0.9628087712988311
0.5,1.0,3.0,12327552260796586970,16,2,279,0.9647096395556763
0.5,1.0,3.0,18209684174986226700,17,1,285,0.9629350180630103
0.5,1.0,3.0,18209684174986226700,17,2,294,0.9596126707419281
0.5,1.0,3.0,5636709611057893662,18,1,560,0.9583949825086636
0.5,1.0,3.0,11519794344415241851,19,1,273,0.9534999583847944
0.5,1.0,3.0,11519794344415241851,19,2,299,0.9555154905506217
0.5,1.0,3.0,17402807006073845951,20,1,331,0.9627768019927871
0.5,1.0,3.0,17402807006073845951,20,2,249,0.9612384045788722
0.5,1.0,3.0,4834737840260675759,21,1,288,0.953668292171009
0.5,1.0,3.0,4834737840260675759,21,2,288,0.9610938264015213
0.5,1.0,3.0,10731047817310652064,22,1,286,0.9648929206769925
0.5,1.0,3.0,10731047817310652064,22,2,274,0.9608224168218638
0.5,1.0,3.0,16610400999327635542,23,1,581,0.9574423982290151
0.5,1.0,3.0,4044212597546775901,24,1,263,0.9642248812765959
0.5,1.0,3.0,4044212597546775901,24,2,297,0.9632005843001635
0.5,1.0,3.0,9923875809630681860,25,1,260,0.9681443981581405
0.5,1.0,3.0,9923875809630681860,25,2,313,0.9605243333250006
0.5,1.0,3.0,15805610140845029379,26,1,297,0.9674396928344143
0.5,1.0,3.0,15805610140845029379,26,2,273,0.9554702311176382
0.5,1.0,3.0,3235747821889976889,27,1,320,0.9628190196012293
0.5,1.0,3.0,3235747821889976889,27,2,261,0.9665652269446039
0.5,1.0,3.0,9115645165526198722,28,1,229,0.9648183160627648
0.5,1.0,3.0,9115645165526198722,28,2,341,0.9640241446197453
0.5,1.0,3.0,15018497664113734778,29,1,295,0.9645650548647363
0.5,1.0,3.0,15018497664113734778,29,2,299,0.9553378739963597
0.5,1.0,3.0,2450202658182617501,30,1,255,0.9599122313296623
0.5,1.0,3.0,2450202658182617501,30,2,320,0.9574081168035008
0.5,2.0,0.0,6272624206587491887,1,1,759,0.9766881267307322
0.5,2.0,0.0,12155389052927968685,2,1,343,0.9769147570751467
0.5,2.0,0.0,12155389052927968685,2,2,402,0.9766205191089831
0.5,2.0,0.0,18035663743801058202,3,1,776,0.9686115990759031
0.5,2.0,0.0,5473574383647482046,4,1,377,0.9692355129378019
0.5,2.0,0.0,5473574383647482046,4,2,370,0.9652018985693086
0.5,2.0,0.0,11353234580664344809,5,1,760,0.9617730997589876
0.5,2.0,0.0,17238501700722440195,6,1,767,0.9755874912705988
0.5,2.0,0.0,4670757176454940280,7,1,763,0.9698250854716126
0.5,2.0,0.0,10557919266149684352,8,1,786,0.9694773983001332
0.5,2.0,0.0,16436021079379624444,9,1,748,0.9697301061189357
0.5,2.0,0.0,3870168335735554450,10,1,758,0.9677845858410585
0.5,2.0,0.0,9759193794845052173,11,1,755,0.9689002499850453
0.5,2.0,0.0,15640707272398485585,12,1,758,0.9747548609498495
0.5,2.0,0.0,3073577357951329470,13,1,761,0.972434096443251
0.5,2.0,0.0,8951963167303915216,14,1,372,0.973549210240632
0.5,2.0,0.0,8951963167303915216,14,2,404,0.9694523674430425
0.5,2.0,0.0,14842603310779161443,15,1,773,0.968478963201226
0.5,2.0,0.0,2279545650248251187,16,1,755,0.9703808927115806
0.5,2.0,0.0,8161677564437890917,17,1,756,0.970154233077989
0.5,2.0,0.0,14035447074219109495,18,1,774,0.974031899016353
0.5,2.0,0.0,1471787733866906068,19,1,390,0.9698275485278712
0.5,2.0,0.0,1471787733866906068,19,2,368,0.9704598409497815
0.5,2.0,0.0,7354800395525510168,20,1,346,0.9727843680367616
0.5,2.0,0.0,7354800395525510168,20,2,407,0.9656990710325916
0.5,2.0,0.0,13233475303421891592,21,1,533,0.9687011080509577
0.5,2.0,0.0,13233475303421891592,21,2,251,0.9789333182013594
0.5,2.0,0.0,683041206762316281,22,1,768,0.9773486390821365
0.5,2.0,0.0,6562394388779299759,23,1,757,0.974080474553956
0.5,2.0,0.0,12442950060707991734,24,1,761,0.9743065443709278
0.5,2.0,0.0,18322613272791897693,25,1,360,0.974278630145224
0.5,2.0,0.0,18322613272791897693,25,2,412,0.9630842085564291
0.5,2.0,0.0,5757603530296693596,26,1,777,0.9720497602553112
0.5,2.0,0.0,11634485285051192722,27,1,754,0.9703207362031767
0.5,2.0,0.0,17514382628687414555,28,1,350,0.9714983977558713
0.5,2.0,0.0,17514382628687414555,28,2,396,0.9693642988914166
0.5,2.0,0.0,4970491053565398995,29,1,759,0.9676211936540104
0.5,2.0,0.0,10848940121343833334,30,1,753,0.9739287482226628
0.5,2.0,1.0,6547816921804084829,1,1,310,0.9709097750356966
0.5,2.0,1.0,6547816921804084829,1,2,292,0.963429607327797
0.5,2.0,1.0,12430581768144561627,2,1,300,0.9619802117060576
0.5,2.0,1.0,12430581768144561627,2,2,298,0.9693314204238777
0.5,2.0,1.0,18310856459017651144,3,1,630,0.964663751284136
0.5,2.0,1.0,5748767098864074988,4,1,657,0.9653411760872289
0.5,2.0,1.0,11628427295880937751,5,1,356,0.9635377293459482
0.5,2.0,1.0,11628427295880937751,5,2,283,0.9589003874405384
0.5,2.0,1.0,17513694415939033137,6,1,626,0.9560195118619051
0.5,2.0,1.0,4945949891671533222,7,1,632,0.9669613241277107
0.5,2.0,1.0,10833111981366277294,8,1,623,0.9627412540706153
0.5,2.0,1.0,16711213794596217386,9,1,629,0.952553144601667
0.5,2.0,1.0,4145361050952147392,10,1,343,0.9620436403176771
0.5,2.0,1.0,4145361050952147392,10,2,295,0.9651162793420923
0.5,2.0,1.0,10034386510061645115,11,1,330,0.9625676733815046
0.5,2.0,1.0,10034386510061645115,11,2,287,0.9569422148266338
0.5,2.0,1.0,15915899987615078527,12,1,335,0.9648649513883509
0.5,2.0,1.0,15915899987615078527,12,2,270,0.9653958832716817
0.5,2.0,1.0,3348770073167922412,13,1,625,0.9679712588157094
0.5,2.0,1.0,9227155882520508158,14,1,614,0.9692109689943209
0.5,2.0,1.0,15117796025995754385,15,1,302,0.968538079578976
0.5,2.0,1.0,15117796025995754385,15,2,341,0.9640879612356146
0.5,2.0,1.0,2554738365464844129,16,1,323,0.9601419238232294
0.5,2.0,1.0,2554738365464844129,16,2,304,0.930405055472888
0.5,2.0,1.0,8436870279654483859,17,1,298,0.9587036192686504
0.5,2.0,1.0,8436870279654483859,17,2,315,0.9725424068899251
0.5,2.0,1.0,14310639789435702437,18,1,631,0.9569977301437425
0.5,2.0,1.0,1746980449083499010,19,1,284,0.9610785950379704
0.5,2.0,1.0,1746980449083499010,19,2,340,0.9632171443055176
0.5,2.0,1.0,7629993110742103110,20,1,298,0.9695886351300836
0.5,2.0,1.0,7629993110742103110,20,2,325,0.9748961579107746
0.5,2.0,1.0,13508668018638484534,21,1,603,0.9624594762149463
0.5,2.0,1.0,958233921978909223,22,1,269,0.964050474613985
0.5,2.0,1.0,958233921978909223,22,2,332,0.9639790956356418
0.5,2.0,1.0,6837587103995892701,23,1,631,0.9597297951684919
0.5,2.0,1.0,12718142775924584676,24,1,323,0.9698600567606678
0.5,2.0,1.0,12718142775924584676,24,2,301,0.965657637814037
0.5,2.0,1.0,151061914298939019,25,1,614,0.9640268445617275
0.5,2.0,1.0,6032796245513286538,26,1,622,0.9658035207254263
0.5,2.0,1.0,11909678000267785664,27,1,328,0.9640231811858588
0.5,2.0,1.0,11909678000267785664,27,2,308,0.9623859189269756
0.5,2.0,1.0,17789575343904007497,28,1,296,0.966636709617526
0.5,2.0,1.0,17789575343904007497,28,2,339,0.9616842406194658
0.5,2.0,1.0,5245683768781991937,29,1,295,0.9612628168140069
0.5,2.0,1.0,5245683768781991937,29,2,305,0.9462555142529318
0.5,2.0,1.0,11124132836560426276,30,1,636,0.957828346338446
0.5,2.0,3.0,14924633125205930468,1,1,559,0.9573803310262589
0.5,2.0,3.0,2360653897836855650,2,1,296,0.9565582526421319
0.5,2.0,3.0,2360653897836855650,2,2,249,0.9497562502119987
0.5,2.0,3.0,8240928588709945167,3,1,251,0.9503374577988193
0.5,2.0,3.0,8240928588709945167,3,2,298,0.9608406929644948
0.5,2.0,3.0,14125583302265920627,4,1,540,0.9627445966388366
0.5,2.0,3.0,1558499425573231774,5,1,564,0.9589286020644802
0.5,2.0,3.0,7443766545631327160,6,1,281,0.9432945985610643
0.5,2.0,3.0,7443766545631327160,6,2,269,0.9498537532551834
0.5,2.0,3.0,13322766095073378861,7,1,562,0.9574606587070346
0.5,2.0,3.0,763184111058571317,8,1,572,0.9528128916396008
0.5,2.0,3.0,6641285924288511409,9,1,557,0.9579249638792475
0.5,2.0,3.0,12522177254353993031,10,1,284,0.9654486651543926
0.5,2.0,3.0,12522177254353993031,10,2,290,0.9546966819479279
0.5,2.0,3.0,18411202713463490754,11,1,302,0.9457387898426666
0.5,2.0,3.0,18411202713463490754,11,2,273,0.9649659402705671
0.5,2.0,3.0,5845972117307372550,12,1,302,0.9473838031901214
0.5,2.0,3.0,5845972117307372550,12,2,258,0.9504348720252165
0.5,2.0,3.0,11725586276569768051,13,1,558,0.9563575945448763
0.5,2.0,3.0,17603972085922353797,14,1,298,0.9613059784025025
0.5,2.0,3.0,17603972085922353797,14,2,264,0.9686168204312686
0.5,2.0,3.0,5047868155688048408,15,1,565,0.957275836853469
0.5,2.0,3.0,10931554568866689768,16,1,252,0.9618622189199122
0.5,2.0,3.0,10931554568866689768,16,2,290,0.9581392057347883
0.5,2.0,3.0,16813686483056329498,17,1,289,0.964792281816865
0.5,2.0,3.0,16813686483056329498,17,2,276,0.9565573897619541
0.5,2.0,3.0,4240711919127996460,18,1,317,0.9486927592071475
0.5,2.0,3.0,4240711919127996460,18,2,245,0.9433341502801551
0.5,2.0,3.0,10123796652485344649,19,1,304,0.9478705394758364
0.5,2.0,3.0,10123796652485344649,19,2,247,0.9676037959173248
0.5,2.0,3.0,16006809314143948749,20,1,278,0.9611507946622404
0.5,2.0,3.0,16006809314143948749,20,2,279,0.9642285732824804
0.5,2.0,3.0,3438740148330778557,21,1,281,0.9584209423141985
0.5,2.0,3.0,3438740148330778557,21,2,278,0.9599800276995804
0.5,2.0,3.0,9335050125380754862,22,1,251,0.9709988846727209
0.5,2.0,3.0,9335050125380754862,22,2,300,0.9460915618107958
0.5,2.0,3.0,15214403307397738340,23,1,545,0.9529896882298252
0.5,2.0,3.0,2648214905616878699,24,1,251,0.9535523063625426
0.5,2.0,3.0,2648214905616878699,24,2,309,0.9554118642963836
0.5,2.0,3.0,8527878117700784658,25,1,252,0.95875854707655
0.5,2.0,3.0,8527878117700784658,25,2,293,0.9630115624696697
0.5,2.0,3.0,14409612448915132177,26,1,297,0.9405003091324933
0.5,2.0,3.0,14409612448915132177,26,2,255,0.9630841569776319
0.5,2.0,3.0,1839750129960079687,27,1,143,0.9698237519888452
0.5,2.0,3.0,1839750129960079687,27,2,226,0.9384170773196091
0.5,2.0,3.0,1839750129960079687,27,3,187,0.9543863331285646
0.5,2.0,3.0,7719647473596301520,28,1,561,0.9584593515852801
0.5,2.0,3.0,13622499972183837576,29,1,307,0.9516403843187201
0.5,2.0,3.0,13622499972183837576,29,2,272,0.9615829513337131
0.5,2.0,3.0,1054204966252720299,30,1,311,0.9538486947934472
0.5,2.0,3.0,1054204966252720299,30,2,266,0.9553826354825341
0.5,3.0,0.0,4876349830716773876,1,1,757,0.9638925961239259
0.5,3.0,0.0,10759114677057250674,2,1,393,0.9667715571602387
0.5,3.0,0.0,10759114677057250674,2,2,362,0.9659324237562689
0.5,3.0,0.0,16639389367930340191,3,1,236,0.9699699882829141
0.5,3.0,0.0,16639389367930340191,3,2,303,0.9693528633069006
0.5,3.0,0.0,16639389367930340191,3,3,217,0.9715677246370833
0.5,3.0,0.0,4077300007776764035,4,1,744,0.9665030242087455
0.5,3.0,0.0,9956960204793626798,5,1,394,0.973019505353203
0.5,3.0,0.0,9956960204793626798,5,2,371,0.9645150202432511
0.5,3.0,0.0,15842227324851722184,6,1,745,0.9609903814925573
0.5,3.0,0.0,3274482800584222269,7,1,299,0.9641097959546088
0.5,3.0,0.0,3274482800584222269,7,2,435,0.9636569299466845
0.5,3.0,0.0,9161644890278966341,8,1,734,0.9571439756746741
0.5,3.0,0.0,15039746703508906433,9,1,432,0.9718193529477211
0.5,3.0,0.0,15039746703508906433,9,2,310,0.9579483654342456
0.5,3.0,0.0,2473893959864836439,10,1,230,0.9476027956593247
0.5,3.0,0.0,2473893959864836439,10,2,305,0.9687352503905294
0.5,3.0,0.0,2473893959864836439,10,3,207,0.9518868320242406
0.5,3.0,0.0,8362919418974334162,11,1,439,0.9663344083587015
0.5,3.0,0.0,8362919418974334162,11,2,296,0.9687606593636121
0.5,3.0,0.0,14244432896527767574,12,1,383,0.974396766130743
0.5,3.0,0.0,14244432896527767574,12,2,369,0.9690302578530504
0.5,3.0,0.0,1677302982080611459,13,1,405,0.9634290223466765
0.5,3.0,0.0,1677302982080611459,13,2,356,0.9620757991815153
0.5,3.0,0.0,7555688791433197205,14,1,766,0.9652326971512231
0.5,3.0,0.0,13446328934908443432,15,1,766,0.9598815195926333
0.5,3.0,0.0,883271274377533176,16,1,308,0.9633233380250311
0.5,3.0,0.0,883271274377533176,16,2,435,0.9478670554248588
0.5,3.0,0.0,6765403188567172906,17,1,738,0.9700554273943779
0.5,3.0,0.0,12639172698348391484,18,1,368,0.9547577664525979
0.5,3.0,0.0,12639172698348391484,18,2,384,0.9636159353848557
0.5,3.0,0.0,75513357996188057,19,1,769,0.9683394753509651
0.5,3.0,0.0,5958526019654792157,20,1,385,0.9683752658329032
0.5,3.0,0.0,5958526019654792157,20,2,376,0.966438362978385
0.5,3.0,0.0,11837200927551173581,21,1,769,0.9600058112350484
0.5,3.0,0.0,17733510904601149886,22,1,742,0.9683260763225651
0.5,3.0,0.0,5166120012908581748,23,1,380,0.9746305795790572
0.5,3.0,0.0,5166120012908581748,23,2,367,0.9638442719683812
0.5,3.0,0.0,11046675684837273723,24,1,756,0.9606000310767187
0.5,3.0,0.0,16926338896921179682,25,1,763,0.9710952012530041
0.5,3.0,0.0,4361329154425975585,26,1,741,0.9575742498609205
0.5,3.0,0.0,10238210909180474711,27,1,391,0.9692276198824333
0.5,3.0,0.0,10238210909180474711,27,2,368,0.9605564638644087
0.5,3.0,0.0,16118108252816696544,28,1,334,0.9688702651136432
0.5,3.0,0.0,16118108252816696544,28,2,422,0.9619081491315149
0.5,3.0,0.0,3574216677694680984,29,1,752,0.9554814009496642
0.5,3.0,0.0,9452665745473115323,30,1,782,0.9673087898999009
0.5,3.0,1.0,5151542545933366818,1,1,294,0.9466545135224024
0.5,3.0,1.0,5151542545933366818,1,2,308,0.9542606797130403
0.5,3.0,1.0,11034307392273843616,2,1,630,0.9557635688476324
0.5,3.0,1.0,16914582083146933133,3,1,376,0.9427228370396014
0.5,3.0,1.0,16914582083146933133,3,2,276,0.9453455178226565
0.5,3.0,1.0,4352492722993356977,4,1,338,0.957907532497457
0.5,3.0,1.0,4352492722993356977,4,2,279,0.9598597979865495
0.5,3.0,1.0,10232152920010219740,5,1,297,0.9642340646806827
0.5,3.0,1.0,10232152920010219740,5,2,351,0.9594357620221636
0.5,3.0,1.0,16117420040068315126,6,1,306,0.9604369550213282
0.5,3.0,1.0,16117420040068315126,6,2,327,0.9410293170833296
0.5,3.0,1.0,3549675515800815211,7,1,222,0.9538546722793121
0.5,3.0,1.0,3549675515800815211,7,2,270,0.9510886387267564
0.5,3.0,1.0,3549675515800815211,7,3,135,0.9555167463790841
0.5,3.0,1.0,9436837605495559283,8,1,631,0.9518383554965925
0.5,3.0,1.0,15314939418725499375,9,1,638,0.9520635213764831
0.5,3.0,1.0,2749086675081429381,10,1,127,0.9545923962249064
0.5,3.0,1.0,2749086675081429381,10,2,133,0.9487955876267073
0.5,3.0,1.0,2749086675081429381,10,3,123,0.9510656978012362
0.5,3.0,1.0,2749086675081429381,10,4,151,0.9575364902587354
0.5,3.0,1.0,2749086675081429381,10,5,89,0.9571811048937671
0.5,3.0,1.0,8638112134190927104,11,1,303,0.9525937988661242
0.5,3.0,1.0,8638112134190927104,11,2,312,0.9571311970457942
0.5,3.0,1.0,14519625611744360516,12,1,652,0.949493865419446
0.5,3.0,1.0,1952495697297204401,13,1,275,0.9473433835197105
0.5,3.0,1.0,1952495697297204401,13,2,367,0.955335339107394
0.5,3.0,1.0,7830881506649790147,14,1,635,0.9597705863763006
0.5,3.0,1.0,13721521650125036374,15,1,651,0.9608621578500888
0.5,3.0,1.0,1158463989594126118,16,1,317,0.9598727184336864
0.5,3.0,1.0,1158463989594126118,16,2,297,0.9280369356065107
0.5,3.0,1.0,7040595903783765848,17,1,623,0.9381513778738356
0.5,3.0,1.0,12914365413564984426,18,1,636,0.9503694728176325
0.5,3.0,1.0,350706073212780999,19,1,269,0.9431848600337185
0.5,3.0,1.0,350706073212780999,19,2,361,0.9560713225708565
0.5,3.0,1.0,6233718734871385099,20,1,655,0.9519950068598875
0.5,3.0,1.0,12112393642767766523,21,1,618,0.9437193865117556
0.5,3.0,1.0,18008703619817742828,22,1,643,0.9552799763784432
0.5,3.0,1.0,5441312728125174690,23,1,331,0.9484674766912912
0.5,3.0,1.0,5441312728125174690,23,2,289,0.9453248369212519
0.5,3.0,1.0,11321868400053866665,24,1,651,0.9579190142013925
0.5,3.0,1.0,17201531612137772624,25,1,247,0.9573626336794244
0.5,3.0,1.0,17201531612137772624,25,2,222,0.9453210995669834
0.5,3.0,1.0,17201531612137772624,25,3,140,0.9560995948552168
0.5,3.0,1.0,4636521869642568527,26,1,319,0.9626351405205927
0.5,3.0,1.0,4636521869642568527,26,2,311,0.9571035830136528
0.5,3.0,1.0,10513403624397067653,27,1,313,0.9548996694586838
0.5,3.0,1.0,10513403624397067653,27,2,294,0.9441918941165555
0.5,3.0,1.0,16393300968033289486,28,1,637,0.9558229044047549
0.5,3.0,1.0,3849409392911273926,29,1,295,0.9583824198669164
0.5,3.0,1.0,3849409392911273926,29,2,333,0.9495733030051685
0.5,3.0,1.0,9727858460689708265,30,1,305,0.9594378123637872
0.5,3.0,1.0,9727858460689708265,30,2,302,0.9543793288429948
0.5,3.0,3.0,13528358749335212457,1,1,208,0.9223068221246222
0.5,3.0,3.0,13528358749335212457,1,2,248,0.9244543189457984
0.5,3.0,3.0,13528358749335212457,1,3,128,0.953298497448422
0.5,3.0,3.0,964379521966137639,2,1,578,0.9396039786983784
0.5,3.0,3.0,6844654212839227156,3,1,558,0.9398394173465794
