beta,alpha,tau,seed,rep,community_id,community_size,degree_opinion_corr
1.0,0.0,1.0,6250706646627978198,29,1,89,-0.6795628784862368
1.0,0.0,1.0,6250706646627978198,29,2,117,-0.7151536112697033
1.0,0.0,1.0,6250706646627978198,29,3,66,-0.5532158838058433
1.0,0.0,1.0,6250706646627978198,29,4,116,-0.6440136279058161
1.0,0.0,1.0,6250706646627978198,29,5,115,-0.5855966379546206
1.0,0.0,1.0,6250706646627978198,29,6,71,-0.5612313097752636
1.0,0.0,1.0,6250706646627978198,29,7,119,-0.6053989859080464
1.0,0.0,1.0,12129155714406412537,30,1,143,-0.7144610138885535
1.0,0.0,1.0,12129155714406412537,30,2,125,-0.6359825287686591
1.0,0.0,1.0,12129155714406412537,30,3,148,-0.5951071661518208
1.0,0.0,1.0,12129155714406412537,30,4,104,-0.596061449776032
1.0,0.0,1.0,12129155714406412537,30,5,96,-0.6018490764594921
1.0,0.0,1.0,12129155714406412537,30,6,97,-0.7297750733507826
1.0,0.0,3.0,15929656003051916729,1,1,104,-0.4717563007833046
1.0,0.0,3.0,15929656003051916729,1,2,58,-0.3707536602978737
1.0,0.0,3.0,15929656003051916729,1,3,97,-0.42303302710073887
1.0,0.0,3.0,15929656003051916729,1,4,100,-0.6168217089781536
1.0,0.0,3.0,15929656003051916729,1,5,73,-0.4929668779136949
1.0,0.0,3.0,15929656003051916729,1,6,86,-0.5195139462806269
1.0,0.0,3.0,15929656003051916729,1,7,50,-0.4385217777892177
1.0,0.0,3.0,3365676775682841911,2,1,82,-0.39467148782350236
1.0,0.0,3.0,3365676775682841911,2,2,87,-0.5302396398737561
1.0,0.0,3.0,3365676775682841911,2,3,96,-0.4252329810637225
1.0,0.0,3.0,3365676775682841911,2,4,83,-0.4574202334572237
1.0,0.0,3.0,3365676775682841911,2,5,85,-0.37592751625847787
1.0,0.0,3.0,3365676775682841911,2,6,61,-0.2927761873752619
1.0,0.0,3.0,3365676775682841911,2,7,81,-0.3481288142802479
1.0,0.0,3.0,9245951466555931428,3,1,77,-0.46548259993625657
1.0,0.0,3.0,9245951466555931428,3,2,164,-0.5479815592790047
1.0,0.0,3.0,9245951466555931428,3,3,138,-0.6175868558294716
1.0,0.0,3.0,9245951466555931428,3,4,108,-0.48583544103267506
1.0,0.0,3.0,9245951466555931428,3,5,85,-0.502635786775174
1.0,0.0,3.0,15130606180111906888,4,1,65,-0.5065826147223752
1.0,0.0,3.0,15130606180111906888,4,2,92,-0.2636936507752365
1.0,0.0,3.0,15130606180111906888,4,3,105,-0.540407567359
1.0,0.0,3.0,15130606180111906888,4,4,98,-0.43149305573200614
1.0,0.0,3.0,15130606180111906888,4,5,79,-0.3944804519627598
1.0,0.0,3.0,15130606180111906888,4,6,104,-0.5006679533217293
1.0,0.0,3.0,2563522303419218035,5,1,116,-0.48033912948384433
1.0,0.0,3.0,2563522303419218035,5,2,87,-0.4372715584302469
1.0,0.0,3.0,2563522303419218035,5,3,91,-0.43151919794556687
1.0,0.0,3.0,2563522303419218035,5,4,91,-0.5517623359881146
1.0,0.0,3.0,2563522303419218035,5,5,86,-0.6182055965825174
1.0,0.0,3.0,2563522303419218035,5,6,100,-0.48824537631149395
1.0,0.0,3.0,8448789423477313421,6,1,73,-0.5415533914812236
1.0,0.0,3.0,8448789423477313421,6,2,67,-0.7184514690231509
1.0,0.0,3.0,8448789423477313421,6,3,98,-0.527698433614552
1.0,0.0,3.0,8448789423477313421,6,4,70,-0.24991465341557625
1.0,0.0,3.0,8448789423477313421,6,5,98,-0.4014115465338373
1.0,0.0,3.0,8448789423477313421,6,6,70,-0.3835627486145027
1.0,0.0,3.0,8448789423477313421,6,7,93,-0.5168071326938786
1.0,0.0,3.0,14327788972919365122,7,1,118,-0.4506029145047218
1.0,0.0,3.0,14327788972919365122,7,2,113,-0.4839193947653431
1.0,0.0,3.0,14327788972919365122,7,3,61,-0.4682598817151775
1.0,0.0,3.0,14327788972919365122,7,4,112,-0.32757131196679945
1.0,0.0,3.0,14327788972919365122,7,5,90,-0.5464427897146893
1.0,0.0,3.0,14327788972919365122,7,6,72,-0.6310486415892084
1.0,0.0,3.0,1768206988904557578,8,1,133,-0.35953313429836387
1.0,0.0,3.0,1768206988904557578,8,2,94,-0.6865389016063932
1.0,0.0,3.0,1768206988904557578,8,3,118,-0.44048962407898634
1.0,0.0,3.0,1768206988904557578,8,4,89,-0.49712040390777484
1.0,0.0,3.0,1768206988904557578,8,5,136,-0.2391654049542235
1.0,0.0,3.0,7646308802134497670,9,1,85,-0.6022247453832963
1.0,0.0,3.0,7646308802134497670,9,2,91,-0.6476748035109972
1.0,0.0,3.0,7646308802134497670,9,3,75,-0.6156705220620363
1.0,0.0,3.0,7646308802134497670,9,4,103,-0.441088271346542
1.0,0.0,3.0,7646308802134497670,9,5,90,-0.44363409651878416
1.0,0.0,3.0,7646308802134497670,9,6,76,-0.5261540936637817
1.0,0.0,3.0,7646308802134497670,9,7,51,-0.5168828030831984
1.0,0.0,3.0,13527200132199979292,10,1,87,-0.5634330290526927
1.0,0.0,3.0,13527200132199979292,10,2,99,-0.4215661269820922
1.0,0.0,3.0,13527200132199979292,10,3,85,-0.4810481524709381
1.0,0.0,3.0,13527200132199979292,10,4,60,-0.4562324168439548
1.0,0.0,3.0,13527200132199979292,10,5,110,-0.5216776019076677
1.0,0.0,3.0,13527200132199979292,10,6,80,-0.3213266843846729
1.0,0.0,3.0,13527200132199979292,10,7,55,-0.36116983087577
1.0,0.0,3.0,969481517599925399,11,1,112,-0.4580882547008971
1.0,0.0,3.0,969481517599925399,11,2,89,-0.3074054250317119
1.0,0.0,3.0,969481517599925399,11,3,119,-0.4412440213362302
1.0,0.0,3.0,969481517599925399,11,4,72,-0.5864658080997045
1.0,0.0,3.0,969481517599925399,11,5,119,-0.559309739911973
1.0,0.0,3.0,969481517599925399,11,6,72,-0.5560331895366389
1.0,0.0,3.0,6850994995153358811,12,1,131,-0.4554925247952111
1.0,0.0,3.0,6850994995153358811,12,2,111,-0.5896929478321359
1.0,0.0,3.0,6850994995153358811,12,3,103,-0.5432367308196258
1.0,0.0,3.0,6850994995153358811,12,4,65,-0.30346311552800437
1.0,0.0,3.0,6850994995153358811,12,5,93,-0.4340292590798067
1.0,0.0,3.0,6850994995153358811,12,6,104,-0.4249046291552787
1.0,0.0,3.0,12730609154415754312,13,1,92,-0.511548738609372
1.0,0.0,3.0,12730609154415754312,13,2,132,-0.5349587422707772
1.0,0.0,3.0,12730609154415754312,13,3,60,-0.4406828787564637
1.0,0.0,3.0,12730609154415754312,13,4,86,-0.6035833451099859
1.0,0.0,3.0,12730609154415754312,13,5,79,-0.372958895903195
1.0,0.0,3.0,12730609154415754312,13,6,86,-0.5799501334905203
1.0,0.0,3.0,12730609154415754312,13,7,48,-0.22620419914748344
1.0,0.0,3.0,162250890058788442,14,1,81,-0.5156928458761746
1.0,0.0,3.0,162250890058788442,14,2,83,-0.4491419644341095
1.0,0.0,3.0,162250890058788442,14,3,65,-0.5943842043189902
1.0,0.0,3.0,162250890058788442,14,4,82,-0.5515351957974726
1.0,0.0,3.0,162250890058788442,14,5,100,-0.4495838425326772
1.0,0.0,3.0,162250890058788442,14,6,60,-0.3937400110239771
1.0,0.0,3.0,162250890058788442,14,7,92,-0.5227822450443983
1.0,0.0,3.0,6052891033534034669,15,1,82,-0.5803542006881333
1.0,0.0,3.0,6052891033534034669,15,2,49,-0.4971053182972632
1.0,0.0,3.0,6052891033534034669,15,3,75,-0.2003294871586224
1.0,0.0,3.0,6052891033534034669,15,4,78,-0.6063223776408343
1.0,0.0,3.0,6052891033534034669,15,5,80,-0.5517396751026336
1.0,0.0,3.0,6052891033534034669,15,6,46,-0.44871504098490883
1.0,0.0,3.0,6052891033534034669,15,7,78,-0.47359694133015334
1.0,0.0,3.0,6052891033534034669,15,8,88,-0.48893259550633633
1.0,0.0,3.0,11936577446712676029,16,1,55,-0.34944672950021327
1.0,0.0,3.0,11936577446712676029,16,2,51,-0.41407038979416266
1.0,0.0,3.0,11936577446712676029,16,3,99,-0.5176726571611997
1.0,0.0,3.0,11936577446712676029,16,4,66,-0.10685228442587691
1.0,0.0,3.0,11936577446712676029,16,5,66,-0.5593299849522461
1.0,0.0,3.0,11936577446712676029,16,6,77,-0.4287500393525828
1.0,0.0,3.0,11936577446712676029,16,7,85,-0.6107310950691277
1.0,0.0,3.0,11936577446712676029,16,8,74,-0.4417132329320071
1.0,0.0,3.0,17818709360902315759,17,1,46,-0.46183297061314116
1.0,0.0,3.0,17818709360902315759,17,2,65,-0.2649048177075614
1.0,0.0,3.0,17818709360902315759,17,3,74,-0.37397241575117274
1.0,0.0,3.0,17818709360902315759,17,4,81,-0.36263575074012944
1.0,0.0,3.0,17818709360902315759,17,5,66,-0.4272527324704192
1.0,0.0,3.0,17818709360902315759,17,6,74,-0.4436295298485671
1.0,0.0,3.0,17818709360902315759,17,7,64,-0.5509731723427662
1.0,0.0,3.0,17818709360902315759,17,8,45,-0.35465269017151624
1.0,0.0,3.0,5245734796973982721,18,1,76,-0.5941703317101422
1.0,0.0,3.0,5245734796973982721,18,2,66,-0.4914654305812504
1.0,0.0,3.0,5245734796973982721,18,3,75,-0.3459904357924755
1.0,0.0,3.0,5245734796973982721,18,4,74,-0.47976019936989994
1.0,0.0,3.0,5245734796973982721,18,5,64,-0.3537706301392645
1.0,0.0,3.0,5245734796973982721,18,6,64,0.005908837479809998
1.0,0.0,3.0,5245734796973982721,18,7,73,-0.27187233800042254
1.0,0.0,3.0,5245734796973982721,18,8,55,-0.4456267172545163
1.0,0.0,3.0,11128819530331330910,19,1,155,-0.4173068675858261
1.0,0.0,3.0,11128819530331330910,19,2,132,-0.46534389509807184
1.0,0.0,3.0,11128819530331330910,19,3,91,-0.5102931084252362
1.0,0.0,3.0,11128819530331330910,19,4,86,-0.37398207392979177
1.0,0.0,3.0,11128819530331330910,19,5,118,-0.2741856293720992
1.0,0.0,3.0,17011832191989935010,20,1,64,-0.501788536119689
1.0,0.0,3.0,17011832191989935010,20,2,69,-0.385448672783782
1.0,0.0,3.0,17011832191989935010,20,3,86,-0.5298000719967191
1.0,0.0,3.0,17011832191989935010,20,4,86,-0.40249547589077495
1.0,0.0,3.0,17011832191989935010,20,5,43,-0.4869699979797425
1.0,0.0,3.0,17011832191989935010,20,6,82,-0.54400447586694
1.0,0.0,3.0,17011832191989935010,20,7,83,-0.3116414716479025
1.0,0.0,3.0,17011832191989935010,20,8,49,-0.48995566947877695
1.0,0.0,3.0,4443763026176764818,21,1,95,-0.5018760759982966
1.0,0.0,3.0,4443763026176764818,21,2,61,-0.44649477467542664
1.0,0.0,3.0,4443763026176764818,21,3,103,-0.5344023878254014
1.0,0.0,3.0,4443763026176764818,21,4,65,-0.43363335938744263
1.0,0.0,3.0,4443763026176764818,21,5,90,-0.5572849774270741
1.0,0.0,3.0,4443763026176764818,21,6,58,-0.5556033712565503
1.0,0.0,3.0,4443763026176764818,21,7,95,-0.5455416651333658
1.0,0.0,3.0,10340073003226741123,22,1,86,-0.3847428298969813
1.0,0.0,3.0,10340073003226741123,22,2,56,-0.3301319135229045
1.0,0.0,3.0,10340073003226741123,22,3,54,-0.3109949232080429
1.0,0.0,3.0,10340073003226741123,22,4,118,-0.44867640114743784
1.0,0.0,3.0,10340073003226741123,22,5,113,-0.595570539661053
1.0,0.0,3.0,10340073003226741123,22,6,87,-0.2544603145027254
1.0,0.0,3.0,10340073003226741123,22,7,63,-0.5240981570420549
1.0,0.0,3.0,16219426185243724601,23,1,93,-0.31519086190214973
1.0,0.0,3.0,16219426185243724601,23,2,97,-0.5169542780786072
1.0,0.0,3.0,16219426185243724601,23,3,70,-0.5878601722127272
1.0,0.0,3.0,16219426185243724601,23,4,84,-0.5690192771662886
1.0,0.0,3.0,16219426185243724601,23,5,76,-0.40363108682459226
1.0,0.0,3.0,16219426185243724601,23,6,78,-0.407105978031739
1.0,0.0,3.0,16219426185243724601,23,7,97,-0.5467554466750161
1.0,0.0,3.0,3653237783462864960,24,1,54,-0.23966156460438093
1.0,0.0,3.0,3653237783462864960,24,2,85,-0.6097270632037781
1.0,0.0,3.0,3653237783462864960,24,3,92,-0.5309616920554731
1.0,0.0,3.0,3653237783462864960,24,4,87,-0.5849585368669445
1.0,0.0,3.0,3653237783462864960,24,5,59,-0.6458734920317087
1.0,0.0,3.0,3653237783462864960,24,6,56,-0.411509429826383
1.0,0.0,3.0,3653237783462864960,24,7,55,-0.3380943348061715
1.0,0.0,3.0,3653237783462864960,24,8,51,-0.4116942102597577
1.0,0.0,3.0,9532900995546770919,25,1,98,-0.45060628159513866
1.0,0.0,3.0,9532900995546770919,25,2,87,-0.5340879823140338
1.0,0.0,3.0,9532900995546770919,25,3,76,-0.37388257723031715
1.0,0.0,3.0,9532900995546770919,25,4,104,-0.5126948077336146
1.0,0.0,3.0,9532900995546770919,25,5,88,-0.5121222116668069
1.0,0.0,3.0,9532900995546770919,25,6,52,-0.43088676681330984
1.0,0.0,3.0,9532900995546770919,25,7,81,-0.3559446128759738
1.0,0.0,3.0,15414635326761118438,26,1,69,-0.5913615775372983
1.0,0.0,3.0,15414635326761118438,26,2,74,-0.47371198197901887
1.0,0.0,3.0,15414635326761118438,26,3,64,-0.3875532549704259
1.0,0.0,3.0,15414635326761118438,26,4,70,-0.4099432048290324
1.0,0.0,3.0,15414635326761118438,26,5,55,-0.4968360706588041
1.0,0.0,3.0,15414635326761118438,26,6,41,-0.451183437337366
1.0,0.0,3.0,15414635326761118438,26,7,47,-0.24935652417262374
1.0,0.0,3.0,15414635326761118438,26,8,85,-0.4985234793794784
1.0,0.0,3.0,15414635326761118438,26,9,59,-0.27338999902650163
1.0,0.0,3.0,2844773007806065948,27,1,110,-0.5952836603318423
1.0,0.0,3.0,2844773007806065948,27,2,75,-0.36064242214012615
1.0,0.0,3.0,2844773007806065948,27,3,81,-0.4823970567262181
1.0,0.0,3.0,2844773007806065948,27,4,93,-0.4103247621185043
1.0,0.0,3.0,2844773007806065948,27,5,114,-0.5696523327822288
1.0,0.0,3.0,2844773007806065948,27,6,103,-0.5216235692091934
1.0,0.0,3.0,8724670351442287781,28,1,91,-0.48203149062075096
1.0,0.0,3.0,8724670351442287781,28,2,57,-0.4223860047409146
1.0,0.0,3.0,8724670351442287781,28,3,96,-0.5331735051372459
1.0,0.0,3.0,8724670351442287781,28,4,81,-0.3995845237525717
1.0,0.0,3.0,8724670351442287781,28,5,94,-0.4890930316929949
1.0,0.0,3.0,8724670351442287781,28,6,64,-0.4953576172662187
1.0,0.0,3.0,8724670351442287781,28,7,80,-0.5054153652388546
1.0,0.0,3.0,14627522850029823837,29,1,100,-0.3041728058770665
1.0,0.0,3.0,14627522850029823837,29,2,117,-0.3925239496835698
1.0,0.0,3.0,14627522850029823837,29,3,80,-0.3686841043366711
1.0,0.0,3.0,14627522850029823837,29,4,85,-0.5224037888250287
1.0,0.0,3.0,14627522850029823837,29,5,96,-0.42715703454673887
1.0,0.0,3.0,14627522850029823837,29,6,91,-0.5555052653492945
1.0,0.0,3.0,2059227844098706560,30,1,100,-0.40002294698480356
1.0,0.0,3.0,2059227844098706560,30,2,87,-0.49837175610462886
1.0,0.0,3.0,2059227844098706560,30,3,91,-0.3456429354727092
1.0,0.0,3.0,2059227844098706560,30,4,116,-0.34436394954131905
1.0,0.0,3.0,2059227844098706560,30,5,72,-0.4585295298205614
1.0,0.0,3.0,2059227844098706560,30,6,105,-0.39153090307902183
1.0,0.5,0.0,11886713713129471941,1,1,418,0.6578048456168201
1.0,0.5,0.0,11886713713129471941,1,2,506,0.7213227077874206
1.0,0.5,0.0,17769478559469948739,2,1,432,0.7674013549392525
1.0,0.5,0.0,17769478559469948739,2,2,483,0.6434906452422186
1.0,0.5,0.0,5203009176633486640,3,1,413,0.7598718075687988
1.0,0.5,0.0,5203009176633486640,3,2,482,0.7178320887002074
1.0,0.5,0.0,11087663890189462100,4,1,237,0.7038885701962846
1.0,0.5,0.0,11087663890189462100,4,2,217,0.5854413269391464
1.0,0.5,0.0,11087663890189462100,4,3,247,0.6417295540746707
1.0,0.5,0.0,11087663890189462100,4,4,215,0.6593133215845416
1.0,0.5,0.0,16967324087206324863,5,1,269,0.7370364234038878
1.0,0.5,0.0,16967324087206324863,5,2,637,0.7092155138056621
1.0,0.5,0.0,4405847133554868633,6,1,304,0.7093120248940639
1.0,0.5,0.0,4405847133554868633,6,2,584,0.706072721872779
1.0,0.5,0.0,10284846682996920334,7,1,353,0.7153018464443053
1.0,0.5,0.0,10284846682996920334,7,2,241,0.6714088005812847
1.0,0.5,0.0,10284846682996920334,7,3,167,0.5204378886528996
1.0,0.5,0.0,10284846682996920334,7,4,128,0.2684394427793716
1.0,0.5,0.0,16172008772691664406,8,1,523,0.691528212687294
1.0,0.5,0.0,16172008772691664406,8,2,396,0.6646874663420596
1.0,0.5,0.0,3603366512212052882,9,1,405,0.635766857514001
1.0,0.5,0.0,3603366512212052882,9,2,334,0.7354029896357462
1.0,0.5,0.0,3603366512212052882,9,3,166,0.6450891143856469
1.0,0.5,0.0,9484257842277534504,10,1,183,0.6797619031115999
1.0,0.5,0.0,9484257842277534504,10,2,184,0.6813565582934138
1.0,0.5,0.0,9484257842277534504,10,3,189,0.7185733060476622
1.0,0.5,0.0,9484257842277534504,10,4,215,0.6175164775599009
1.0,0.5,0.0,9484257842277534504,10,5,131,0.43524063259133833
1.0,0.5,0.0,15373283301387032227,11,1,418,0.7857910443698186
1.0,0.5,0.0,15373283301387032227,11,2,471,0.645844770794492
1.0,0.5,0.0,2808052705230914023,12,1,372,0.6739347699556107
1.0,0.5,0.0,2808052705230914023,12,2,528,0.7632837093381643
1.0,0.5,0.0,8687666864493309524,13,1,402,0.7815548904599063
1.0,0.5,0.0,8687666864493309524,13,2,516,0.6812359962653778
1.0,0.5,0.0,14566052673845895270,14,1,261,0.6607061173991695
1.0,0.5,0.0,14566052673845895270,14,2,268,0.6116021477390728
1.0,0.5,0.0,14566052673845895270,14,3,361,0.7375670162113654
1.0,0.5,0.0,2009948743611589881,15,1,598,0.7144110266396742
1.0,0.5,0.0,2009948743611589881,15,2,313,0.7169430851882829
1.0,0.5,0.0,7893635156790231241,16,1,337,0.7252074047592922
1.0,0.5,0.0,7893635156790231241,16,2,580,0.7325335663025263
1.0,0.5,0.0,13775767070979870971,17,1,522,0.7204207930455679
1.0,0.5,0.0,13775767070979870971,17,2,399,0.6940888070479319
1.0,0.5,0.0,1202792507051537933,18,1,254,0.5956134463172982
1.0,0.5,0.0,1202792507051537933,18,2,132,0.3875050712105998
1.0,0.5,0.0,1202792507051537933,18,3,266,0.6184409886803831
1.0,0.5,0.0,1202792507051537933,18,4,249,0.5947732313987173
1.0,0.5,0.0,7085877240408886122,19,1,359,0.6834446090707983
1.0,0.5,0.0,7085877240408886122,19,2,187,0.5893176763321141
1.0,0.5,0.0,7085877240408886122,19,3,350,0.5239103367425384
1.0,0.5,0.0,12968889902067490222,20,1,567,0.6625900249245785
1.0,0.5,0.0,12968889902067490222,20,2,338,0.7331052309402554
1.0,0.5,0.0,400820736254320030,21,1,415,0.6986402544669863
1.0,0.5,0.0,400820736254320030,21,2,493,0.6300556985707471
1.0,0.5,0.0,6297130713304296335,22,1,269,0.5740991244540903
1.0,0.5,0.0,6297130713304296335,22,2,250,0.6571835331385528
1.0,0.5,0.0,6297130713304296335,22,3,270,0.6433473541332203
1.0,0.5,0.0,6297130713304296335,22,4,132,0.5045668747757283
1.0,0.5,0.0,12176483895321279813,23,1,506,0.788978546679538
1.0,0.5,0.0,12176483895321279813,23,2,406,0.6705503239992338
1.0,0.5,0.0,18057039567249971788,24,1,234,0.6986907322536998
1.0,0.5,0.0,18057039567249971788,24,2,331,0.5686479400621629
1.0,0.5,0.0,18057039567249971788,24,3,129,0.6036840505158281
1.0,0.5,0.0,18057039567249971788,24,4,216,0.6352553841501759
1.0,0.5,0.0,5489958705624326131,25,1,480,0.6691566291340337
1.0,0.5,0.0,5489958705624326131,25,2,429,0.7413321390284757
1.0,0.5,0.0,11371693036838673650,26,1,229,0.7621924339701825
1.0,0.5,0.0,11371693036838673650,26,2,270,0.5749550202840079
1.0,0.5,0.0,11371693036838673650,26,3,149,0.4651580525635977
1.0,0.5,0.0,11371693036838673650,26,4,242,0.554778178932323
1.0,0.5,0.0,17248574791593172776,27,1,523,0.7179724979765982
1.0,0.5,0.0,17248574791593172776,27,2,379,0.6700123816838909
1.0,0.5,0.0,4681728061519842993,28,1,451,0.624149327336154
1.0,0.5,0.0,4681728061519842993,28,2,222,0.6956755255592348
1.0,0.5,0.0,4681728061519842993,28,3,248,0.5243497366611459
1.0,0.5,0.0,10584580560107379049,29,1,450,0.6754001917250998
1.0,0.5,0.0,10584580560107379049,29,2,465,0.717608042766148
1.0,0.5,0.0,16463029627885813388,30,1,494,0.7576929207065205
1.0,0.5,0.0,16463029627885813388,30,2,424,0.6879898347579307
1.0,0.5,1.0,12161906428346064883,1,1,327,0.7434124239493392
1.0,0.5,1.0,12161906428346064883,1,2,376,0.7637685511060598
1.0,0.5,1.0,18044671274686541681,2,1,347,0.7677380424957547
1.0,0.5,1.0,18044671274686541681,2,2,349,0.8149209860532386
1.0,0.5,1.0,5478201891850079582,3,1,313,0.6874181494833989
1.0,0.5,1.0,5478201891850079582,3,2,401,0.7745042649251914
1.0,0.5,1.0,11362856605406055042,4,1,375,0.7604795655280993
1.0,0.5,1.0,11362856605406055042,4,2,326,0.7884403738345819
1.0,0.5,1.0,17242516802422917805,5,1,374,0.8139852165395035
1.0,0.5,1.0,17242516802422917805,5,2,336,0.7684099759503473
1.0,0.5,1.0,4681039848771461575,6,1,383,0.7829638503948221
1.0,0.5,1.0,4681039848771461575,6,2,328,0.7074810454347674
1.0,0.5,1.0,10560039398213513276,7,1,329,0.7401976369025989
1.0,0.5,1.0,10560039398213513276,7,2,374,0.7938155660726706
1.0,0.5,1.0,16447201487908257348,8,1,350,0.7764398397275325
1.0,0.5,1.0,16447201487908257348,8,2,379,0.775473143695689
1.0,0.5,1.0,3878559227428645824,9,1,441,0.7449521442245933
1.0,0.5,1.0,3878559227428645824,9,2,285,0.7894255485140003
1.0,0.5,1.0,9759450557494127446,10,1,406,0.737229453667371
1.0,0.5,1.0,9759450557494127446,10,2,319,0.7905061181393576
1.0,0.5,1.0,15648476016603625169,11,1,443,0.8223515384554314
1.0,0.5,1.0,15648476016603625169,11,2,291,0.7047805018429883
1.0,0.5,1.0,3083245420447506965,12,1,416,0.7973286154924856
1.0,0.5,1.0,3083245420447506965,12,2,302,0.6744438078388968
1.0,0.5,1.0,8962859579709902466,13,1,373,0.799963704132504
1.0,0.5,1.0,8962859579709902466,13,2,333,0.7768269380935076
1.0,0.5,1.0,14841245389062488212,14,1,401,0.7912768181011101
1.0,0.5,1.0,14841245389062488212,14,2,305,0.7508149512107387
1.0,0.5,1.0,2285141458828182823,15,1,337,0.8152463549650184
1.0,0.5,1.0,2285141458828182823,15,2,371,0.8593862243360252
1.0,0.5,1.0,8168827872006824183,16,1,400,0.7301791167322875
1.0,0.5,1.0,8168827872006824183,16,2,331,0.7820086650868682
1.0,0.5,1.0,14050959786196463913,17,1,161,0.6873086942310346
1.0,0.5,1.0,14050959786196463913,17,2,251,0.6888119173364766
1.0,0.5,1.0,14050959786196463913,17,3,306,0.765684462249655
1.0,0.5,1.0,1477985222268130875,18,1,213,0.7673662751256146
1.0,0.5,1.0,1477985222268130875,18,2,322,0.7738082539064128
1.0,0.5,1.0,1477985222268130875,18,3,172,0.759938661070764
1.0,0.5,1.0,7361069955625479064,19,1,329,0.7830303455075293
1.0,0.5,1.0,7361069955625479064,19,2,377,0.7333946153774314
1.0,0.5,1.0,13244082617284083164,20,1,395,0.8525916203087387
1.0,0.5,1.0,13244082617284083164,20,2,310,0.7312719754734973
1.0,0.5,1.0,676013451470912972,21,1,370,0.7983642593591959
1.0,0.5,1.0,676013451470912972,21,2,346,0.804335243697516
1.0,0.5,1.0,6572323428520889277,22,1,329,0.7133109195660834
1.0,0.5,1.0,6572323428520889277,22,2,392,0.8152495799253485
1.0,0.5,1.0,12451676610537872755,23,1,387,0.7873798883625973
1.0,0.5,1.0,12451676610537872755,23,2,337,0.801742428725795
1.0,0.5,1.0,18332232282466564730,24,1,267,0.6944743105613693
1.0,0.5,1.0,18332232282466564730,24,2,422,0.7014168270581636
1.0,0.5,1.0,5765151420840919073,25,1,389,0.7294896276683916
1.0,0.5,1.0,5765151420840919073,25,2,327,0.7116386377570244
1.0,0.5,1.0,11646885752055266592,26,1,258,0.6325133959508628
1.0,0.5,1.0,11646885752055266592,26,2,488,0.6797122103550509
1.0,0.5,1.0,17523767506809765718,27,1,254,0.7151531833567629
1.0,0.5,1.0,17523767506809765718,27,2,214,0.6433701943569442
1.0,0.5,1.0,17523767506809765718,27,3,255,0.7678106908126288
1.0,0.5,1.0,4956920776736435935,28,1,363,0.7764227996691655
1.0,0.5,1.0,4956920776736435935,28,2,354,0.7783249103645119
1.0,0.5,1.0,10859773275323971991,29,1,298,0.7102047936097767
1.0,0.5,1.0,10859773275323971991,29,2,429,0.8113322685715618
1.0,0.5,1.0,16738222343102406330,30,1,319,0.7691652542854333
1.0,0.5,1.0,16738222343102406330,30,2,375,0.7821586709416564
1.0,0.5,3.0,2091978558038358906,1,1,327,0.8186946973408942
1.0,0.5,3.0,2091978558038358906,1,2,252,0.827614116773483
1.0,0.5,3.0,7974743404378835704,2,1,212,0.7429330367902086
1.0,0.5,3.0,7974743404378835704,2,2,358,0.816778741415348
1.0,0.5,3.0,13855018095251925221,3,1,292,0.8060891973715524
1.0,0.5,3.0,13855018095251925221,3,2,323,0.7833203720943969
1.0,0.5,3.0,1292928735098349065,4,1,223,0.6655308908947213
1.0,0.5,3.0,1292928735098349065,4,2,394,0.8027346367323874
1.0,0.5,3.0,7172588932115211828,5,1,301,0.7895701448637578
1.0,0.5,3.0,7172588932115211828,5,2,293,0.7019504857940235
1.0,0.5,3.0,13057856052173307214,6,1,277,0.8459217825579788
1.0,0.5,3.0,13057856052173307214,6,2,308,0.8255090725337146
1.0,0.5,3.0,490111527905807299,7,1,301,0.7358386793824438
1.0,0.5,3.0,490111527905807299,7,2,317,0.8158229002766778
1.0,0.5,3.0,6377273617600551371,8,1,275,0.714710817279455
1.0,0.5,3.0,6377273617600551371,8,2,344,0.7486394474527924
1.0,0.5,3.0,12255375430830491463,9,1,365,0.7408993828660564
1.0,0.5,3.0,12255375430830491463,9,2,233,0.751942254691375
1.0,0.5,3.0,18136266760895973085,10,1,322,0.8144162356770328
1.0,0.5,3.0,18136266760895973085,10,2,299,0.8209670225707941
1.0,0.5,3.0,5578548146295919192,11,1,326,0.8043384949305459
1.0,0.5,3.0,5578548146295919192,11,2,295,0.8192965919622528
1.0,0.5,3.0,11460061623849352604,12,1,265,0.7644329266771309
1.0,0.5,3.0,11460061623849352604,12,2,343,0.7073245541705515
1.0,0.5,3.0,17339675783111748105,13,1,343,0.7714431894067445
1.0,0.5,3.0,17339675783111748105,13,2,250,0.7019831314663804
1.0,0.5,3.0,4771317518754782235,14,1,299,0.7715035320989947
1.0,0.5,3.0,4771317518754782235,14,2,284,0.7642206132905971
1.0,0.5,3.0,10661957662230028462,15,1,339,0.8241408499466167
1.0,0.5,3.0,10661957662230028462,15,2,300,0.7717857920163874
1.0,0.5,3.0,16545644075408669822,16,1,339,0.830372381121807
1.0,0.5,3.0,16545644075408669822,16,2,257,0.7099799257249235
1.0,0.5,3.0,3981031915888757936,17,1,291,0.7928342812934274
1.0,0.5,3.0,3981031915888757936,17,2,314,0.7602294352480483
1.0,0.5,3.0,9854801425669976514,18,1,343,0.8513797246446283
